Age,Author,Author_Info,Binding,Brand,Dimensions (L X B X H),Edition,Editor,Exam,Group,Image,Imprint,ISBN_10,ISBN_13,Language,Model,Name,Pages,Price,Product_Code_1,Product_Code_2,Publication_Month,Publication_Year,Publisher,Series_Name,Type,Unique_Id,University,Weight_Gram
,['Sophie Kinsella'],,Paperback,Dell,6.86 X 1.1 X 0.98 Inch,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241911_50156/0x1920/70/0.jpg,Dell,44024191,9780440241911,English,1758,Shopaholic And Sister,400,399,9780440241911_50156,9895188,,2006,AVON BOOKS,,Bestseller Books,bddbd8bf9b26cd5a068d1012e763aec4,,500
,['David Guterson'],,Paperback,Blooms,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781408801406_191287/0x1920/70/0.jpg,,140880140,9781408801406,English,6592,Snow Falling On Cedars,432,799,9781408801406_191287,38786434,,2009,Lippincott Williams & Wilkins,,Bestseller Books,7b6ca465a8514907e5f92a1404efd4b4,,500
,['Jostein Gaarder'],,Paperback,Hachette,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781474602280_20038/0x1920/70/0.jpeg,,1474602282,9781474602280,Others,6864,Sophies World (Reissue) Gaarder Jostein,,499,9781474602280_20038,45898686,,,Hachette,,Bestseller Books,ee1660c63e3f9afe58a66beafd68cefa,,500
,['Agatha Christie'],,Paperback,Harper Collins Publishers India,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007299539_225808/0x1920/70/0.jpg,Harper,7299532,9780007299539,English,5789,Spider's Web,,199,9780007299539_225808,44856722,,2001,Harper Collins Publishers India,,Bestseller Books,61cedf10871b95b3480f848176d0eabf,,
,['Joseph Delaney'],,Paperback,RHCP,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781849416382_27296/0x1920/70/0.jpg,,1849416389,9781849416382,Others,35487,Spook's: A New Darkness,320,299,9781849416382_27296,10019212,,2015,New Age,,Bestseller Books,2a3c5485ade02b3cf2af9322d219c8dd,,500
,,,Paperback,Picador (Pp),,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780330454230_30212/0x1920/70/0.jpg,,330454234,9780330454230,English,103738,St Aubyn Untitled Novel 2,256,450,9780330454230_30212,12196922,,2015,Picador (Pp),,Bestseller Books,a912395a3382173b9480d3b220b20ea6,,500
,['Suzanne Brockmann'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553593129_44120/0x1920/70/0.jpg,,553593129,9780553593129,English,4244,Stand In Groom,320,462,9780553593129_44120,13588978,,2009,Random House,,Bestseller Books,855a63b5e853d03fab481ea9f1146d8b,,500
,,,Paperback,Pan Macmillan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447257806_193994/0x1920/70/0.jpg,,1447257804,9781447257806,Others,4117,Summer At Shell Cottage,350,599,9781447257806_193994,46783765,,2015,Pan Macmillan,,Bestseller Books,d88b803f9b2e0917c327176deb067e49,,500
,['Judith Mcnaught'],,Paperback,India Book Distributors,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780671742560_44120/0x1920/70/0.jpg,,671742566,9780671742560,English,4272,TENDER TRIUMPH,320,420,9780671742560_44120,13628523,,1991,India Book Distributors,,Bestseller Books,0de1e2c7c27170ad66ff35a253945d7a,,181
,['James A Michener'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780375761416_44120/0x1920/70/0.jpg,Random House Trade Paperbacks,375761411,9780375761416,English,4244,Texas,,1329,9780375761416_44120,13646621,,2002,Random House,,Bestseller Books,2261240b4f46717687af37e433d2ae75,,500
,['Siddhartha Sharma'],,Paperback,Lerrners Of Life Publishing,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788192624556_154876/0x1920/70/0.jpg,,8192624552,9788192624556,English,99180,Thank God Its Monday TGIM,261,350,9788192624556_154876,32877851,,2015,Pan Macmillan UK,,Bestseller Books,4eefb12173706e48d3c21ca16f8e8c1d,,500
,['Christopher Buckley'],,Paperback,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780812976526_44120/0x1920/70/0.jpg,Random House Trade Paperbacks,812976525,9780812976526,English,8095,Thank You For Smoking,,833,9780812976526_44120,13593763,,2006,Random House Publishing Group,,Bestseller Books,4af9ac3acd8e6247c2366f4decb93a4e,,500
,['Jonathan Freedland'],"Jonathan Freedland is an award-winning journalist, author and broadcaster. He is the Guardian s executive editor for Opinion,overseeing Comment is free, editorials and long reads. He also writes a weekly column. He is a regular contributor to the New York Times and the New York Review of Books, and presents BBC Radio 4 s contemporary history series, The Long View. In 2014 he was awarded the Orwell special prize for journalism, having been named columnist of the year in the 2002 What the Papers Say awards.Since 2006 he has published five best-selling novels under the pseudonym Sam Bourne. The first, The Righteous Men, was a Sunday Times No. 1 bestseller, and has been translated into 30 languages. His subsequent novels have all been top five bestsellers.He lives in London with his wife and their two children.",Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007523030_225808/0x1920/70/0.jpg,HarperCollins,7523033,9780007523030,English,5789,The 3RD Woman,464,399,9780007523030_225808,44857122,,2015,Harper Collins Publishers India,,Bestseller Books,222cb44df2636c47721619bb36eb44d9,,500
,['Andy Griffiths'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447287575_21345/0x1920/70/0.jpg,,1447264061,9781447287575,English,439730,The 52nd Storey Treehouse,336,299,9781447287575_21345,51083148,,2016,Pan Macmillan India,,Bestseller Books,8bf32dcf63489274d053e35574609419,,500
,['James Rollins'],"James Rollins is the New York Times bestselling author of international thrillers,translated into more than forty languages. His Sigma series has been lauded as one of the top crowd pleasers (New York Times) and one of the hottest summer reads (People Magazine). In each novel, acclaimed for its originality, Rollins unveils unseen worlds, scientific breakthroughs, and historical secrets - and he does it all at breakneck speed and with stunning insight.",Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780061785696_225808/0x1920/70/1.jpg,William Morrow,61785695,9780061785696,English,5789,The 6th Extinction,608,350,9780061785696_225808,44857695,,2015,Harper Collins Publishers India,,Bestseller Books,4c4f90dcf2f1991298c709346e248b78,,500
,['Richard Koch'],,Paperback,"Little, Brown Book Group",,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780749959265_191287/0x1920/70/0.jpg,,749959266,9780749959265,Others,4239,The 80/20 Manager: Ten Ways To Become A Great Leader,288,399,9780749959265_191287,38733828,,,Cambridge University Press,,Bestseller Books,5b62ccaef2f6aa1a875814c1454a5eaf,,
,['Ram Charan'],,Hardcover,Perseus Book Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781610395687_27830/0x1920/70/0.jpg,Publicaffairs,1610395689,9781610395687,Others,8865,The Attackers Advantage,224,799,9781610395687_27830,21153009,,2015,Perseus Book Group,,Bestseller Books,833afbbe9782b71e2c953bb4771dff5d,,500
,['Clive Cussler Justin Scott'],,Paperback,Penguin Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780718178703_23843/0x1920/70/0.jpg,,71817870,9780718178703,Others,5884,The Bootlegger: Isaac Bell #7,448,399,9780718178703_23843,10849987,,2015,Penguin Books,,Bestseller Books,b3f3e4d7b42dc6e19594566c097e729e,,
,['Ahlem Mosteghanemi'],,Paperback,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781408856482_113524/0x1920/70/0.jpg,Bloomsbury Paperbacks,1408856484,9781408856482,Others,12961,The Bridges of Constantine,320,399,9781408856482_113524,25575751,,2014,Books,,Bestseller Books,01744b25f3920433ee29291b915a9eb0,,220
,['Ahlem Mosteghanemi'],,Paperback,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781408856482_23843/0x1920/70/0.jpg,Bloomsbury Paperbacks,1408856484,9781408856482,Others,12961,The Bridges of Constantine,320,399,9781408856482_23843,8405088,,2014,Edinburgh University Press,,Bestseller Books,0d4109fe887b94efce64a4c21cac3d46,,500
,['Barbara Taylor Bradford'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007503285_225808/0x1920/70/3.jpg,Harper,7503288,9780007503285,English,5789,The Cavendon Women,480,399,9780007503285_225808,44857080,,2015,Harper Collins Publishers India,,Bestseller Books,00893caa58db80a51ecda1d4770ae6cc,,500
,"[""Louis L'Amour""]",,Hardcover,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553803976_44120/0x1920/70/0.jpg,Bantam,553803972,9780553803976,English,8095,"The Collected Short Stories Of Louis L'amour, Volume 2",,1698,9780553803976_44120,12577586,,2004,,,Bestseller Books,ffed1608a2d29417103c576f494ca998,,500
,"[""Louis L'Amour""]",,Hardcover,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553804522_44120/0x1920/70/0.jpg,Bantam,553804529,9780553804522,English,8095,"The Collected Short Stories Of Louis L'amour, Volume 3",,1654,9780553804522_44120,12139014,,2005,,,Bestseller Books,3cf980da62d21a71e905d3fb72c7eab4,,500
,['Leema Dhar'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789384027537_21893/0x1920/70/0.jpg,Frog Books,9384027537,9789384027537,English,439730,The Committed Sin,263,275,9789384027537_21893,48269743,,2016,Leadstart Publishing,,Bestseller Books,95105ec42a28e179e39450cec79ce11c,,283
,['Kathie DeNosky'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351067146_225808/0x1920/70/0.jpg,Harlequin,9351067149,9789351067146,English,5789,The Cowboy's Way,,150,9789351067146_225808,44859746,,2015,Harper Collins Publishers India,,Bestseller Books,70aa41c674be4c636a1a711232413ec1,,500
,['Jagmohan Bhanver'],"Jagmohan Bhanver has handled national and international roles for top multinational banks, and is rated among the top leadership coaches in the country who has mentored industry leaders across the globe. He is considered one of the most powerful speakers in Asia and addresses half a million people every year. Jagmohan has been the recipient of the Rajiv Gandhi Excellence Award and the Global Achievers Award, among several other felicitations in education and public service. He has previously authored three bestsellers in the non-fiction space. The Curse of Brahma is his first novel",Paperback,Rupa Publications India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129135339_23843/0x1920/70/9.jpg,,8129135337,9788129135339,English,6448,The Curse Of Brahma,396,295,9788129135339_23843,9495446,,2015,Mosby,,Bestseller Books,fe37a00e295fd80f4209f5751578774d,,500
,['Jagmohan Bhanver'],,Paperback,Rupa Publications,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129135339_56252/0x1920/70/9.jpg,,8129135337,9788129135339,English,4135,The Curse Of Brahma,396,295,9788129135339_56252,18184953,,2014,Rupa Publications,,Bestseller Books,d1844356706fddeb65875aed8b8b5d23,,500
,['Greg Cox'],,Others,Titan Books (Uk),,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781781161067_44120/0x1920/70/0.jpg,Titan Books,1781161062,9781781161067,English,16524,The Dark Knight Rises: The Official Novelization (Movie Tie-In Edition),,462,9781781161067_44120,12329626,,2012,,,Bestseller Books,a5b04a58f8cca443e34e1d46b44eaf3b,,500
,['Taylor Stevens'],,Others,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780099588795_154876/0x1920/70/0.jpg,,9958879,9780099588795,English,12961,The Doll,,706,9780099588795_154876,32500248,,,Harvard Business School,,Bestseller Books,42b0c543d3f341371884f66d6e380b5a,,500
,['Diana Gabaldon'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440221661_44120/0x1920/70/0.jpg,Dell Books,440221668,9780440221661,English,8095,The Fiery Cross,,958,9780440221661_44120,13748775,,2005,Random House Publishing Group,,Bestseller Books,0b368a54d20da22a2b14353c358701de,,500
,['Irma Joubert'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780529102379_95907/0x1920/70/0.jpg,Thomas Nelson,529102374,9780529102379,English,439730,The Girl From The Train,384,399,9780529102379_95907,44284342,,2016,Harper Collins,,Bestseller Books,2ab4fb4cc622ebf2798c07b72eee6695,,500
,['Shilpi Somaya Gowda'],,Hardcover,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351776949_225808/0x1920/70/0.jpeg,HarperCollins India,9351776948,9789351776949,English,5789,The Golden Son,404,499,9789351776949_225808,44860347,,,Harper Collins Publishers India,,Bestseller Books,6b40ecddc4d6c2dafb40ad3102f46660,,500
,,,Others,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447253372_154876/0x1920/70/0.jpg,,144725337,9781447253372,English,12961,The Great Leader And The Fighter Pilot:,,599,9781447253372_154876,32878148,,,Harvard Business School,,Bestseller Books,976741579d8670df2f48965ee347ffb9,,500
,['T C Boyle'],,Paperback,Bloomsbury Publishing,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781408859933_113524/0x1920/70/0.jpg,Bloomsbury Publishing,1408859939,9781408859933,Others,6000,The Harder They Come,400,499,9781408859933_113524,25575761,,2015,Bloomsbury Publishing,,Bestseller Books,3a4715c44ed061a29897a00cb7f96fd4,,594
,['Trudi Canavan'],,Paperback,HACHETTE INDIA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781841499628_20567/0x1920/70/0.jpg,Orbit,1841499625,9781841499628,English,4206,The High Lord,656,599,9781841499628_20567,29544418,,2010,HACHETTE INDIA,Black Magician Trilogy,Bestseller Books,473fa724544d4e0acbb48a34436851dc,,450
,['Lynsay Sands'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062273598_225808/0x1920/70/0.JPG,Avon,62273590,9780062273598,English,5789,The Highlander takes a Bride,384,350,9780062273598_225808,44857959,,2015,Harper Collins Publishers India,,Bestseller Books,333019e9ec0b35ffb9614519498b7a05,,500
,['Joyce Lankester Brisley'],,Paperback,Pan Macmillan Fictio,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447207719_191287/0x1920/70/0.jpg,,1447206428,9781447207719,Others,11917,The House Of Memories,400,450,9781447207719_191287,38793560,,2013,Quadrille Publishing,,Bestseller Books,764041668d55623c823b864432b820d1,,500
,['Sandra Cisneros'],,Paperback,Knopf Doubleday Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780679734772_44120/0x1920/70/0.jpg,Vintage,679734775,9780679734772,English,6999,The House On Mango Street,,646,9780679734772_44120,13591830,,1991,Knopf Doubleday Publishing Group,,Bestseller Books,380be01d7f64ad81ea2bd3dd82de9e17,,500
,,,Paperback,Pan Macmillan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447288503_95913/0x1920/70/0.jpg,,1447288505,9781447288503,Others,4117,The Inner Game Of Tennis,160,399,9781447288503_95913,23107427,,2015,Pan Macmillan,,Bestseller Books,e5d2509c02f1369ebe39398bdf0cf0a8,,500
,,,Hardcover,Harpercollins Publisher,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780060197537_45049/0x1920/70/0.jpg,,60197536,9780060197537,English,4945,The Invisible Continent,272,295,9780060197537_45049,9007028,,2000,Pan Macmillan India,,Bestseller Books,cf76b2b944c0b4227c944529fe06576c,,500
,['Mary Karr'],,Paperback,Pan Macmillan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447289470_154876/0x1920/70/0.jpg,,1447289471,9781447289470,English,4117,The Liars' Club,336,450,9781447289470_154876,32878290,,2015,Pan Macmillan,,Bestseller Books,7ff466206498d70d2342f8520c7c76d7,,500
,['Dilip Hiro'],"Dilip Hiro is one of the world's leading experts on Middle Eastern, Central and South Asian and Islamic affairs and has written many books including the classic history of the Iran - Iraq war, The Longest War, the National bestseller, Iraq - In the Eye of the Storm and the acclaimed history of oil and politics, Blood of the Earth. He contributes regularly to The New York Times, The Guardian, The Washington Post, The Observer, The Nation, Los Angeles Times, Salon and TomDispatch and is a commentator for CNN and the BBC.",Paperback,Nation Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781568585154_32027/0x1920/70/0.jpeg,,1568585152,9781568585154,English,9705,The Longest August,528,799,9781568585154_32027,23519362,,2015,Nation Books,,Bestseller Books,935264933c8614dfa3fb288bd51d6465,,500
,['Barbara Cardy'],,Paperback,Vintage,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781472111630_27296/0x1920/70/0.jpg,Robinson,147211163,9781472111630,English,3393,The Mammoth Book Of Urban Erotic Confessions,528,699,9781472111630_27296,6363268,,2014,Vintage,,Bestseller Books,271d8888482850af8d8fa230e9b20d45,,596
,['Christopher C Doyle'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789385724367_95907/0x1920/70/2.jpg,,9385724363,9789385724367,English,439730,The Mini Sequel to The Alexander Secret: A Secret Revealed (Tentative Release Date 03.03.2016),92,99,9789385724367_95907,43913638,,2016,Westland,,Bestseller Books,d7dd7cf9c3fdcec9cb640d1617d59d96,,500
,,,Hardcover,Mcgraw-Hill,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780071435390_44120/0x1920/70/0.jpg,,71435093,9780071435390,English,3714,The New Solution Selling: The REvolutionary Sales Process That Is Changing The Way People Sell,288,2241,9780071435390_44120,10045887,,2003,CRC Press,,Bestseller Books,50180bdea757d2d7f7e3c8df839dcb95,,500
,['Marisa De Los Santos'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780061670916_225808/0x1920/70/0.JPG,William Morrow,6167091,9780061670916,English,5789,The Precious One,384,499,9780061670916_225808,44857652,,2016,Harper Collins Publishers India,,Bestseller Books,285faa2e84d36518316633270afb5eba,,500
,,,Paperback,Penguin Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781405913621_32027/0x1920/70/0.jpg,,1405913622,9781405913621,Others,5884,The Revenge Of Seven,320,399,9781405913621_32027,26984254,,2015,Penguin Books,,Bestseller Books,7375696233f99878f3372d87edecb38d,,500
,['Joyce Carol Oates'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780008114893_225808/0x1920/70/0.jpg,Fourth Estate,8114897,9780008114893,English,5789,The Sacrifice,320,599,9780008114893_225808,44857420,,2016,Harper Collins Publishers India,,Bestseller Books,ede0923da6b83ea39c51e5a4ab89c781,,500
,['Danielle Steel'],,Paperback,Dell,6.84 X 1.13 X 0.98 Inch,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440245230_50156/0x1920/70/0.jpg,Dell,440245230,9780440245230,English,1758,The Sins Of The Mother,448,399,9780440245230_50156,9895219,,2014,AVON BOOKS,,Bestseller Books,4a82ff1c815c403c8a469b7b1ce31a4c,,500
,['Stephen King'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780307743688_44120/0x1920/70/0.jpg,Anchor Mass Market,307743683,9780307743688,English,4244,The Stand,,912,9780307743688_44120,13613827,,2011,Random House,,Bestseller Books,411e393102bb974c11e52e64d46dedd0,,500
,['David Wroblewski'],,Paperback,Harpercollins Publisher,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007303960_20567/0x1920/70/0.jpg,,7303963,9780007303960,English,4945,The Story Of Edgar Sawtelle,384,575,9780007303960_20567,9794443,,2008,AVON BOOKS,,Bestseller Books,18e8109776bc91c82c6f53b47a0b1912,,500
,['Carmine Gallo'],,Paperback,Pan Macmillan India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781509814756_20038/0x1920/70/0.jpg,Macmillan,,9781509814756,English,5854,The Storyteller's secret,288,599,9781509814756_20038,40551720,,2015,Pan Macmillan India,,Bestseller Books,9d6a8ea84209d13926a55c2ad6ad95e7,,500
,['Nicci Gerrard'],,Paperback,Vintage,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781405919838_27296/0x1920/70/0.jpg,Penguin,1405919833,9781405919838,English,3393,The Twilight Hour,416,399,9781405919838_27296,6563291,,2014,Vintage,,Bestseller Books,9c92dcaf101d9524b77ec29c8cd1f0ed,,287
,['Stuart Crainer'],,Paperback,Capstone,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781841120645_61036/0x1920/70/0.jpg,,1841120642,9781841120645,English,3734,The Ultimate Business Library,296,1343,9781841120645_61036,12158466,,2000,Cambridge University Press,,Bestseller Books,6106cc5dc5a02df266f13c424059439d,,500
,['Kirsty Greenwood'],,Paperback,Pan Macmillan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447247326_20037/0x1920/70/0.jpg,Pan,1447247329,9781447247326,English,4117,The Vintage Guide To Love And Romance,400,350,9781447247326_20037,39227029,,2015,Pan Macmillan,,Bestseller Books,14a4258f195bc85f8ba31434c9933be7,,457
,['Steven Pressfield'],,Paperback,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553382051_44120/0x1920/70/0.jpg,Bantam,553382055,97812,English,8095,The Virtues Of War,,833,9780553382051_44120,12576325,,2005,,,Bestseller Books,acc1c32efdf6ddb58cbf116679d2e929,,500
,['Walter Mosley'],,Paperback,Warner Business Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780446618182_20294/0x1920/70/0.jpg,Grand Central Publishing,446618187,9780446618182,English,13893,4873,226,695,9780446618182_20294,27016345,,2007,Wiley India Pvt. Ltd.,,Bestseller Books,24f23eca33e9a2f83c6affcf3791acf3,,500
,,,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781784750268_154876/0x1920/70/0.jpg,Hammer,1784750263,9781784750268,English,4244,The Woman In Black: Angel Of Death,336,399,9781784750268_154876,32878682,,2014,Pan Macmillan,,Bestseller Books,d91d88d6cfac235b9d459c18e9151204,,379
,['Agatha Christie'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780008158613_225808/0x1920/70/0.jpg,Harper,8158614,9780008158613,English,5789,The World's Favourite : And Then There Were None Murder on the Orient Express The Murder of Roger Ackroyd Boxed Set (Tentative Releasing Date 15.03.2016),1040,699,9780008158613_225808,44857484,,2016,Harper Collins Publishers India,,Bestseller Books,3c4dbea884d068c9e2832c4aefb64969,,500
,['William Dalrymple'],,Hardcover,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351779254_95907/0x1920/70/0.jpg,,9351779254,9789351779254,English,439730,The Writer's Eye,72,999,9789351779254_95907,44769642,,2016,Harper Collins,,Bestseller Books,61ef5303d2d6b4d9499adc173f9fb111,,500
,['Yashodhara Lal'],"Yashodhara Lal is a marketing professional and the mother of three children, apart from being a bestselling author. She graduated from IIM Bangalore in 2002 and manages to balance her professional life with her various interests, including fi tness, writing and music. She lives in Gurgaon with her rather tolerant husband Vijay and their kids nicknamed Peanut, Pickle and Papad, all of whom never fail to provide her with material for her entertaining blog at yashodharalal.com. Her fi rst book, Just Married, Please Excuse is a hilarious account of marriage. Her second novel, Sorting Out Sid is the story of a man having an early midlife crisis and, consequently, a divorce. Th ere's Something About You is Yashodhara's third book.",Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351771999_225808/0x1920/70/0.jpg,Harlequin,9351771997,9789351771999,English,5789,There's Something About You,268,175,9789351771999_225808,44860209,,2015,Harper Collins Publishers India,,Bestseller Books,f3f97d7f453f91a6226c071b9a6b7036,,500
,['Ruskin Bond'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129115904_20038/0x1920/70/3.jpg,,8129115905,9788129115904,English,439730,Thrilling Tales & Thrills And Spills- 1/e PB,404,295,9788129115904_20038,1030075,,,RUPA PUBLICATIONS INDIA PVT LTD.,,Bestseller Books,d317bd5929cb0ad55d681c1f6c5af9a8,,500
,['Lisa Gardner'],,Paperback,Headle Book,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780755388301_23843/0x1920/70/0.jpeg,,755388305,9780755388301,English,139286,Touch And Go,480,499,9780755388301_23843,9491811,,2013,Mosby,,Bestseller Books,6cadcfec1861abeb6b0478ce917b4e6b,,250
,['Diana Gabaldon'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440217565_44120/0x1920/70/0.jpg,Dell Books,440217563,9780440217565,English,8095,Voyager,,958,9780440217565_44120,12576017,,1994,,,Bestseller Books,9d8187255254dc355b74aa49806118f6,,500
,['Evan Gottlieb'],,Hardcover,Bloomsbury,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781441120229_44120/0x1920/70/0.jpg,,,9781441120229,English,6281,Walter Scott And Contemporary Theory,200,3819,9781441120229_44120,13646924,,2013,Bloomsbury,,Bestseller Books,0c1a4c9a83f87d7ba76dfb474c296dba,,500
,['Erin Hunter'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062367082_225808/0x1920/70/0.JPG,HarperCollins,62367080,9780062367082,English,5789,Warriors: Power of Three #1: The Sight,416,250,9780062367082_225808,44858116,,2015,Harper Collins Publishers India,,Bestseller Books,603ef3717fd6e4dd7aa46cf6c7fbea80,,500
,['Schwartz Tony Mccarthy Catherine'],,Paperback,Simon and Schuster,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780857200488_43676/0x1920/70/0.jpg,,857200488,9780857200488,English,9646,Way Were Working Isnt Working,352,699,9780857200488_43676,22582205,,2010,Simon and Schuster,,Bestseller Books,7797f30095300b5c1e942352c3114419,,500
,['Sophie Kinsella'],,Paperback,Dell,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553841046_50156/0x1920/70/0.jpg,Dell,553841041,9780553841046,English,1758,Wedding Night,464,399,9780553841046_50156,9895263,,,AVON BOOKS,,Bestseller Books,a7f999f99bb86d065eb86c7c98b5c034,,500
,['Ellyn Spragins'],,Hardcover,Clarkson Potter/Ten Speed/Harmony,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780767917896_44120/0x1920/70/0.jpg,,767917898,9780767917896,English,122581,What I Know Now,208,971,9780767917896_44120,13598554,,2006,Clarkson Potter/Ten Speed/Harmony,,Bestseller Books,18616af954265c945a85e5dcccc27c78,,500
